round,rank,shpNm,sido,sigungu,addr,autoManual,lat,lot,ltShpId
1090,1,행운&빈센트,제주,서귀포시,제주 서귀포시  동문로 64,자동,33.249021,126.56688,14940067
1091,1,쌍둥이네 로또판매점,서울,양천구,서울 양천구  화곡로 41 1층,자동,37.539556,126.8265,11140938
1091,1,행운복권방,서울,서대문구,서울 서대문구  신촌로 235-1,자동,37.557408,126.95229,11100210
1091,1,광산마트,서울,강북구,서울 강북구  한천로 1078-1,자동,37.642609,127.02349,11190032
1091,1,진우복권,부산,연제구,부산 연제구  월드컵대로 119 204호(연산동),자동,35.184819,129.08207,12640196
1091,1,일등복권방,인천,계양구,인천 계양구  임학동로 12 1층,자동,37.543894,126.73466,12840217
1091,1,가야홀인원복권방,경기,의정부시,경기 의정부시  체육로 306-14,자동,37.760481,127.04135,14190151
1091,1,로또하복대두진점,충북,청주시 흥덕구,충북 청주시 흥덕구  증안로 33 두진백로상가1층102호,자동,36.636805,127.42671,14390023
1091,1,행운의집제1호점,경북,안동시,경북 안동시  영가로 24,자동,36.565144,128.73332,14700167
1091,1,문경로또,경북,문경시,경북 문경시  문희로 19-1,자동,36.734095,128.10833,14740186
1092,1,대박복권&크로플박사,서울,영등포구,서울 영등포구  도신로 119 1층(도림동),자동,37.508477,126.905,11140948
1092,1,연초2호 쇼케이스7호,서울,서초구,서울 서초구  신반포로 194 강남고속버스터미널 쇼케이스7호,자동,37.505509,127.007038,11101010
1092,1,대박슈퍼,서울,강동구,서울 강동구  올림픽로 800 1층 106호,수동,37.55231,127.12858,11130048
1092,1,대박슈퍼,서울,강동구,서울 강동구  올림픽로 800 1층 106호,수동,37.55231,127.12858,11130048
1092,1,돈벼락맞는곳,부산,기장군,부산 기장군  읍내로 109,자동,35.245199,129.21633,12690009
1092,1,행운복권,인천,미추홀구,인천 미추홀구  인하로 354,수동,37.447985,126.68764,12890049
1092,1,운수대통,인천,미추홀구,인천 미추홀구  경인로34번길 35 1층 (숭의동),자동,37.462362,126.64785,12840413
1092,1,프렌드24시,광주,광산구,광주 광산구  첨단중앙로 164 빌리오네2  제1층 106호,자동,35.220026,126.8423,12990031
1092,1,강남슈퍼,경기,의정부시,경기 의정부시  의정로 193,자동,37.750086,127.03409,14190227
1092,1,복덩이로또,경기,양주시,경기 양주시  개나리길 58,수동,37.895682,126.9743,14140291
1092,1,행복드림로또,경기,고양시 일산서구,경기 고양시 일산서구  일산로 662 101호,수동,37.683008,126.7558,14141685
1092,1,버스표판매소,경기,고양시 덕양구,경기 고양시 덕양구  화신로 76 샘터마을1단지아파트 971번지선,자동,37.619658,126.83906,14100529
1092,1,대관령복권방,강원,평창군,강원 평창군  대관령로 74-4 1층 B호,자동,37.673062,128.70435,14240166
1092,1,힐링복권,충남,당진시,충남 당진시  신복운로2길 13 1층 청소나라 옆,자동,36.942993,126.78206,14440129
1092,1,흥건슈퍼,전북,전주시 완산구,전북 전주시 완산구  거마평로 25 흥건1차아파트상가 흥건슈퍼,자동,35.794404,127.115781,14500087
1092,1,이마트24 순천산단점,전남,순천시,전남 순천시  산단1길 6,자동,34.987878,127.50851,14630004
1093,1,피터팬,서울,은평구,서울 은평구  은평로 193,자동,37.601799,126.929,11100756
1093,1,메트로센터점,대구,중구,대구 중구  달구벌대로 지하 2100 메트로센터C412호,자동,35.865008,128.59372,12700323
1093,1,세진전자통신,대구,서구,대구 서구  서대구로 156,자동,35.871898,128.55519,12700270
1093,1,일등복권편의점,대구,달서구,대구 달서구  대명천로 220 1층,자동,35.842204,128.53619,12710129
1093,1,대흥복권,경기,화성시,경기 화성시  행정서로3길 4-46 101호,자동,37.1301,126.91723,14141012
1093,1,떴다GO 1등,경기,화성시,경기 화성시  동탄반석로 172 1층 138호(동탄 파라곤점),자동,37.203974,127.07219,14141018
1093,1,행운복권방,경기,의정부시,경기 의정부시  충의로 55,자동,37.736763,127.0872,14110305
1093,1,행운복권방,경기,의정부시,경기 의정부시  충의로 55,반자동,37.736763,127.0872,14110305
1093,1,안성맞춤,경기,안성시,경기 안성시  안성맞춤대로 1099-1,반자동,37.007963,127.26815,14100433
1093,1,둘리복권방,경기,시흥시,경기 시흥시  중심상가2길 12-6 한강프라자제1층101호,자동,37.345314,126.73626,14110086
1093,1,초월대박복권방,경기,광주시,경기 광주시  경충대로 1252,자동,37.386704,127.28823,14190050
1093,1,교통카드충전소,경기,고양시 덕양구,경기 고양시 덕양구  화정로 지하 60 화정역 2번출구,수동,37.63452,126.83222,14100538
1093,1,금전산복권방,전남,순천시,전남 순천시  연향1로 17-1 금전산복권방,반자동,34.945029,127.51634,14610052
1094,1,에스비 상사,서울,중구,서울 중구  퇴계로86길 29 1층,수동,37.564249,127.01981,11140718
1094,1,제이복권방,서울,종로구,서울 종로구  종로 225-1 평창빌딩 1층 103호,자동,37.571252,127.00283,11190121
1094,1,엘도라도복권점문점,서울,광진구,서울 광진구  용마산로 47,수동,37.557805,127.08764,11190049
1094,1,서면문화로또,부산,부산진구,부산 부산진구  신천대로65번길 59,자동,35.147544,129.058202,12630005
1094,1,한꿈복권방,울산,중구,울산 중구  번영로 586,자동,35.568772,129.34587,13100057
1094,1,정통복권방,경기,수원시 팔달구,경기 수원시 팔달구  매산로116번길 32,자동,37.269859,127.01403,14140016
1094,1,운좋은 복권방,경기,수원시 장안구,경기 수원시 장안구  덕영대로425번길 34 1층(율전동),자동,37.302498,126.96988,14141312
1094,1,민준복권,경기,군포시,경기 군포시  삼성로 5 해피시티 104호(부곡동 해피시티),자동,37.336165,126.934352,14140619
1094,1,세븐일레븐구리한성점,경기,구리시,경기 구리시  이문안로 49 한성1차아파트상가102호,자동,37.59254,127.13705,14100321
1094,1,신천하명당,충남,예산군,충남 예산군  발연로 1 이마트 24 내,자동,36.698784,126.829594,14410034
1094,1,복권나라,경북,포항시 북구,경북 포항시 북구  장량로140번길 9,수동,36.08079,129.39602,14790045
1094,1,로또복권판매 초전점,경남,진주시,경남 진주시  대신로457번길 9 1층,수동,35.201262,128.11511,14840328
1095,1,묵동식품,서울,중랑구,서울 중랑구  동일로 919,자동,37.61247,127.07706,11100558
1095,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),자동,37.482063,127.015788,51100000
1095,1,다모아,서울,구로구,서울 구로구  공원로6나길 39-1,자동,37.504472,126.89179,11100022
1095,1,드림복권,인천,연수구,인천 연수구  신송로118번길 6 송도풍림아이원1단지아파트 1층 103호,수동,37.395754,126.6531,12840188
1095,1,스타복권,경기,의정부시,경기 의정부시  호국로 1075 1층(가능동),자동,37.742805,127.02323,14141549
1095,1,황금로또복권판매,충남,당진시,충남 당진시  동부로 223 B동 108호 한빛부동산,자동,36.906647,126.64724,14430042
1095,1,복돼지복권방,전북,익산시,전북 익산시  선화로1길 4 배산시티프라자 배산시티프라자 1층 107호,자동,35.950254,126.93802,14500091
1095,1,로또명당,경남,창원시 의창구,경남 창원시 의창구  도계로 49,자동,35.260042,128.637311,14840244
1095,1,진빈레코드,경남,밀양시,경남 밀양시  북성로 7,자동,35.498558,128.743291,14800177
1095,1,일등복권방,제주,제주시,제주 제주시  신대로 119,자동,33.486584,126.49677,14940094
1096,1,또와식품,서울,강서구,서울 강서구  양천로 694,자동,37.550114,126.87285,11100495
1096,1,알리바이,광주,광산구,광주 광산구  수등로 253 1층 알리바이,자동,35.185381,126.83665,12900150
1096,1,씨유 대전반석역점,대전,유성구,대전 유성구  반석로 10 반석역프라자,자동,36.39213,127.31347,13090042
1096,1,주몽동명,경기,용인시 수지구,경기 용인시 수지구  포은대로 319 중앙빌딩 104호,자동,37.315683,127.08765,14120100
1096,1,횡성터미널로또,강원,횡성군,강원 횡성군  앞들서로19번길 10 1층 101호,자동,37.487887,127.98257,14240172
1096,1,용꿈돼지꿈복권전문점,강원,동해시,강원 동해시  중앙로 234 이주민상가1층15호,자동,37.521491,129.11508,14200032
1096,1,여기있었네복권방,전북,김제시,전북 김제시  남북로 171,자동,35.799391,126.88457,14500044
1096,1,로그인복권방,경북,구미시,경북 구미시  상사동로 149-4 사곡동,자동,36.098003,128.35864,14740172
1096,1,진우복권명당,경북,경산시,경북 경산시  경산로15길 1-11,자동,35.815296,128.73118,14710036
1096,1,로또GS송림점,경남,밀양시,경남 밀양시  삼문중앙로 48 GS편의점 내,자동,35.48572,128.7571,14840307
1097,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),자동,37.482063,127.015788,51100000
1097,1,자갈치 도깨비명당,부산,중구,부산 중구  자갈치로 33 501502호,자동,35.097173,129.028312,12640475
1097,1,NBA(엔비에이),인천,중구,인천 중구  신도시남로142번길 6 1동 1층 128호,자동,37.49342,126.49148,12840001
1097,1,백송마트,광주,광산구,광주 광산구  월계로 110 104호,자동,35.213482,126.83741,12900076
1097,1,세븐일레븐화성봉담수기점,경기,화성시,경기 화성시  세자로 358,자동,37.19729,126.98326,14141029
1097,1,용이복권방,경기,평택시,경기 평택시  현신3길 44,자동,36.996967,127.13966,14130061
1097,1,용꿈돼지꿈복권방,경기,시흥시,경기 시흥시  하중로 235 법조타운103호,자동,37.39083,126.80657,14190104
1098,1,월드24시,서울,은평구,서울 은평구  통일로 855-15,자동,37.619245,126.91978,11100434
1098,1,이마트24 서울고속터미널4호점,서울,서초구,서울 서초구  신반포로 194 본관1층 쇼케이스4호,자동,37.505509,127.007038,11101008
1098,1,로또복권신매점,대구,수성구,대구 수성구  달구벌대로 3233 신매동 효성백년가약상가 401동7호,자동,35.839539,128.7105,12710065
1098,1,동아,대구,북구,대구 북구  칠곡중앙대로 385-1,수동,35.930171,128.5476,12740063
1098,1,잉크션,대전,서구,대전 서구  도산로 310,자동,36.333497,127.3875,13090017
1098,1,복권백화점,울산,남구,울산 남구  수암로 52,자동,35.530889,129.31369,13100019
1098,1,팡팡복권방,충북,진천군,충북 진천군  장기길 102,자동,36.990042,127.44531,14390010
1098,1,콘테인복권판매점,충남,천안시 동남구,충남 천안시 동남구  청수11로 13-11 건물 뒤편 콘테인커피숍 내,수동,36.783343,127.15368,14440096
1098,1,테크노벨리복권,충남,아산시,충남 아산시  아산밸리중앙로 102 1층 102호,자동,36.923262,127.05935,14400049
1098,1,내가오늘주인공,전북,순창군,전북 순창군  금산로 8-30,자동,35.378157,127.136592,14540175
1098,1,이마트24 순천산단점,전남,순천시,전남 순천시  산단1길 6,수동,34.987878,127.50851,14630004
1098,1,이마트24포항신덕로점,경북,포항시 북구,경북 포항시 북구  신덕로 215 이마트24신덕로점,수동,36.085462,129.39645,14720044
1098,1,안동슈퍼,경북,안동시,경북 안동시  경동로 669-3,자동,36.563334,128.73108,14700117
1099,1,삼성열쇠공사,서울,동작구,서울 동작구  만양로 90-1,자동,37.511497,126.944478,11101561
1099,1,대박유통,부산,중구,부산 중구  구덕로 80 1층,자동,35.097755,129.02711,12610224
1099,1,팡팡복권,부산,중구,부산 중구  보수대로 134 1층,자동,35.107508,129.022721,12640472
1099,1,메트로센터점,대구,중구,대구 중구  달구벌대로 지하 2100 메트로센터C412호,자동,35.865008,128.59372,12700323
1099,1,가람,울산,중구,울산 중구  병영로 28-1 1층 부동산,자동,35.571956,129.34628,13130002
1099,1,보람복권방,울산,남구,울산 남구  화합로194번길 18-1 18-1,자동,35.541854,129.34156,13100065
1099,1,잘찍어로또방,경기,평택시,경기 평택시  안현로서5길 62,자동,36.988481,126.92799,14110322
1099,1,베스트 로또,경기,광명시,경기 광명시  하안로 168-11 1층 105호(소하동 외1필지),수동,37.452821,126.88923,14141099
1099,1,설악슈퍼,강원,속초시,강원 속초시  중앙시장로 116 중앙시장내 설악슈퍼,수동,38.204492,128.59103,14200072
1100,1,복권나라,서울,관악구,서울 관악구  은천로 40-1,자동,37.486017,126.93984,11100250
1100,1,길로또복권,서울,강서구,서울 강서구  등촌로 215,수동,37.548988,126.86325,11100504
1100,1,로또명당,인천,부평구,인천 부평구  부평대로 32 1층,자동,37.494229,126.72308,12800080
1100,1,프리마트,인천,남동구,인천 남동구  주안로 231,자동,37.464088,126.69475,12800133
1100,1,황금알 복권판매점,대전,서구,대전 서구  한밭대로570번길 29-4 갤러리빌 8차,자동,36.356961,127.36236,13040044
1100,1,리맥스복권방,경기,구리시,경기 구리시  경춘로 239 리맥스프라자 앞 가판대(인창동 676-1),자동,37.601614,127.14162,14142015
1100,1,코사마트한양점,경기,고양시 덕양구,경기 고양시 덕양구  마상로 156,자동,37.65845,126.83956,14100066
1100,1,복권나라,강원,원주시,강원 원주시  평원로 23 1층,자동,37.348908,127.95266,14290002
1100,1,로또복권두정점,충남,천안시 서북구,충남 천안시 서북구  두정로 251 대원빌딩104호,자동,36.833448,127.145,14410055
1100,1,로또당진합덕원룸점,충남,당진시,충남 당진시  미락5길 27-3 1층 101호,자동,36.807684,126.76821,14430044
1100,1,포항오거리CU복권,경북,포항시 북구,경북 포항시 북구  죽도로 33 CU포항오거리점내,자동,36.033836,129.36467,14740237
1100,1,행운복권방,경남,진주시,경남 진주시  창렬로 76-1 1층,자동,35.195361,128.06914,14840456
1100,1,통도복권,경남,양산시,경남 양산시  통도사로 71 복권판매점,자동,35.493626,129.08252,14840321
1101,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),수동,37.482063,127.015788,51100000
1101,1,넘보원 마트,서울,도봉구,서울 도봉구  도봉로165길 2,자동,37.677726,127.04467,11100052
1101,1,로또달인,부산,사상구,부산 사상구  모덕로 51 복권판매점,자동,35.182084,128.98189,12640579
1101,1,기장슈퍼,부산,기장군,부산 기장군  차성동로 69,자동,35.243881,129.21651,12690043
1101,1,복권명당 샘,대구,동구,대구 동구  율하동로 36,자동,35.862862,128.70146,12740110
1101,1,스카이편의점,경기,안양시 만안구,경기 안양시 만안구  박달로 527,자동,37.402749,126.91127,14100472
1101,1,이조박복권방,경기,안양시 만안구,경기 안양시 만안구  병목안로 119 1층 103호,수동,37.39259,126.9094,14140847
1101,1,행복,경기,수원시 영통구,경기 수원시 영통구  신원로 33 103-2호(신동),자동,37.256191,127.06017,14141350
1101,1,광명명당복권방,경기,광명시,경기 광명시  오리로 1024 1층(광명동),자동,37.480947,126.84979,14141107
1101,1,대박복권방,경기,고양시 일산서구,경기 고양시 일산서구  경의로 823 1층,자동,37.691027,126.75917,14141042
1101,1,황실복권방,충남,천안시 동남구,충남 천안시 동남구  충절로 799,자동,36.769259,127.20063,14430002
1101,1,현대장미슈퍼,전북,익산시,전북 익산시  동서로61길 41 현대아파트1층108호,자동,35.955361,126.98089,14590055
1101,1,이삭,전남,목포시,전남 목포시  남악2로 54 남악프라자A동103호,수동,34.809923,126.45519,14600033
1102,1,씨스페이스 응암역점,서울,은평구,서울 은평구  연서로 9 센터폴리스 1층 107호,자동,37.600099,126.91556,11190212
1102,1,(개룡역)복 노다지,서울,송파구,서울 송파구  오금로44가길 12,자동,37.497582,127.13488,11141370
1102,1,로또복권,서울,광진구,서울 광진구  긴고랑로 38,자동,37.562826,127.08024,11110075
1102,1,돈벼락맞는곳,부산,동구,부산 동구  조방로49번길 18-1,자동,35.139161,129.05993,12600086
1102,1,꿈하나,대구,서구,대구 서구  팔달로 142 1층 복권방,자동,35.888983,128.56571,12740205
1102,1,복권판매소(서문큰장네거리),대구,서구,대구 서구  국채보상로 438,자동,35.870479,128.57875,12700215
1102,1,오천억복권방,광주,서구,광주 서구  상무대로 1087,자동,35.152922,126.88072,12900033
1102,1,영화유통(1등복권방),울산,남구,울산 남구  신정로 19 삼성아파트 상가 204-101,자동,35.534272,129.32176,13190001
1102,1,세종로또방,세종,,세종   용포로 32,자동,36.461556,127.28064,13240006
1102,1,늘~행복나눔(터),경기,이천시,경기 이천시  중부대로 139 1층,수동,37.255942,127.35178,14120108
1102,1,하이로또복권방,경기,안양시 동안구,경기 안양시 동안구  관악대로339번길 7,수동,37.404206,126.96018,14100036
1102,1,아이지에이마트 동명사랑점,경기,안산시 단원구,경기 안산시 단원구  선부광장북로 36 113호,자동,37.33855,126.81117,14141397
1102,1,태인(금돼지) 복권,경기,성남시 분당구,경기 성남시 분당구  돌마로 85 제105호(금곡동 동양프라자),수동,37.35035,127.11133,14141778
1102,1,태인(금돼지) 복권,경기,성남시 분당구,경기 성남시 분당구  돌마로 85 제105호(금곡동 동양프라자),수동,37.35035,127.11133,14141778
1102,1,카베,경기,부천시,경기 부천시  부일로221번길 26 삼원타운1층-120,자동,37.489511,126.75511,14100780
1102,1,행운복권,경기,군포시,경기 군포시  대야1로 3 1동,자동,37.32652,126.91895,14140163
1102,1,신불당로또,충남,천안시 서북구,충남 천안시 서북구  불당21로 40 501동 지1층 B143호,자동,36.813257,127.10448,14430011
1102,1,로또명당인주점,충남,아산시,충남 아산시  서해로 519-2,자동,36.877624,126.89693,14410015
1102,1,알리바이한전공대점,전남,나주시,전남 나주시  빛가람로 793 1층,자동,35.021459,126.79868,14640103
1102,1,대풍로또판매점,경남,김해시,경남 김해시  번화2로 36,자동,35.192269,128.80517,14820010
1103,1,대길 복권방,서울,영등포구,서울 영등포구  가마산로71길 9 1층(신길동),자동,37.506829,126.90926,11140952
1103,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),수동,37.482063,127.015788,51100000
1103,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),반자동,37.482063,127.015788,51100000
1103,1,한마음,서울,관악구,서울 관악구  관악로 211 봉천중앙시장라열4호,자동,37.483785,126.95434,11190046
1103,1,토큰박스,서울,강북구,서울 강북구  도봉로 334 KFC앞 가판,자동,37.637548,127.02554,11100798
1103,1,소원 로또복권,부산,부산진구,부산 부산진구  중앙대로691번가길 21 1층 일부 북측(부전동),자동,35.155213,129.0555,12640549
1103,1,중흥마트,광주,북구,광주 북구  문산로 30 중흥2차 아파트상가 1층,자동,35.184678,126.92274,12900060
1103,1,열매로또복권,대전,유성구,대전 유성구  은구비서로 31-1 102호 지족동,자동,36.375039,127.320481,13040120
1103,1,아름드림 복권방,경기,수원시 팔달구,경기 수원시 팔달구  덕영대로 693,수동,37.284914,126.9902,14141357
1103,1,아름드림 복권방,경기,수원시 팔달구,경기 수원시 팔달구  덕영대로 693,수동,37.284914,126.9902,14141357
1103,1,복권닷컴,경기,성남시 수정구,경기 성남시 수정구  수정남로 64-1,자동,37.440926,127.13493,14100136
1103,1,해수로또,충북,청주시 상당구,충북 청주시 상당구  산성로 22-1,자동,36.62615,127.499379,14310037
1103,1,현대장미슈퍼,전북,익산시,전북 익산시  동서로61길 41 현대아파트1층108호,수동,35.955361,126.98089,14590055
1103,1,로또복권판매,경북,상주시,경북 상주시  삼백로 159,자동,36.418885,128.16117,14710077
1103,1,우진슈퍼,경남,창원시 성산구,경남 창원시 성산구  창원대로 726 내동상가4호,자동,35.2171,128.67041,14800063
1103,1,영재복권,경남,창원시 마산회원구,경남 창원시 마산회원구  삼계숲길 27 1층,수동,35.230792,128.49947,14840222
1103,1,홈런 복권판매점,경남,사천시,경남 사천시  벌리2길 42,자동,34.939619,128.08269,14840162
1104,1,노다지로또,서울,중랑구,서울 중랑구  겸재로 217,수동,37.589475,127.09178,11101507
1104,1,아현역3번출구앞가판점,서울,마포구,서울 마포구  마포대로 249 아현산업정보학교 아현역3번출구앞,자동,37.556274,126.95788,11101105
1104,1,행운으뜸,서울,관악구,서울 관악구  신림로17길 45 1층,자동,37.46864,126.9365,11100238
1104,1,복권마을,서울,강서구,서울 강서구  화곡로 321 101호,자동,37.552928,126.85025,11100182
1104,1,행운미니슈퍼,인천,부평구,인천 부평구  수변로 64 1층 102호,자동,37.492129,126.74086,12840158
1104,1,오천억복권방,광주,서구,광주 서구  상무대로 1087,수동,35.152922,126.88072,12900033
1104,1,오천억복권방,광주,서구,광주 서구  상무대로 1087,수동,35.152922,126.88072,12900033
1104,1,금성복권판매점,광주,북구,광주 북구  독립로 416 1층,수동,35.167278,126.91717,12940190
1104,1,금성복권판매점,광주,북구,광주 북구  독립로 416 1층,수동,35.167278,126.91717,12940190
1104,1,행운을주는로또판매점,경기,안산시 단원구,경기 안산시 단원구  초지로 90 태영프라자 태영프라자111호,자동,37.306737,126.81511,14110435
1104,1,종합복권슈퍼,경기,시흥시,경기 시흥시  마유로 336 정일빌딩104,자동,37.345744,126.73558,14190102
1104,1,노다지복권방,경기,시흥시,경기 시흥시  복지로 103-1 1층상가,자동,37.448231,126.79207,14100023
1104,1,25시슈퍼,경기,시흥시,경기 시흥시  함송로14번길 13-17 홍익프라자1층107호,자동,37.362462,126.72998,14100292
1104,1,복권명당,충북,청주시 상당구,충북 청주시 상당구  월평로 204,자동,36.608823,127.506272,14390019
1104,1,스마일복권방,경북,김천시,경북 김천시  영남대로 2087 101호,수동,36.115144,128.15651,14710112
1105,1,하임마트,서울,중구,서울 중구  퇴계로 439-4 1층,수동,37.565914,127.0208,11100292
1105,1,현대마트,서울,강남구,서울 강남구  일원로 45 대훈빌딩 101호,자동,37.489904,127.08151,11190147
1105,1,복권방 동춘점,인천,연수구,인천 연수구  봉재산로 20 상가동 107호,자동,37.410154,126.66603,12810023
1105,1,복권왕국,인천,계양구,인천 계양구  계산천동로 3,자동,37.539208,126.72319,12890009
1105,1,대주마트,광주,서구,광주 서구  상무공원로 92 대주아파트상가102호,자동,35.15284,126.84322,12900089
1105,1,대박,경기,안양시 동안구,경기 안양시 동안구  관평로170번길 33,자동,37.393013,126.96228,14110262
1105,1,복권나라,경기,남양주시,경기 남양주시  도농로 13,반자동,37.607148,127.15677,14100167
1105,1,복권방,경기,남양주시,경기 남양주시  덕송2로10번길 27-16,자동,37.667453,127.11616,14141157
1105,1,오포우림로또,경기,광주시,경기 광주시  오포로 899 1층 109호,수동,37.370036,127.23209,14130203
1105,1,고양월드식품복권,경기,고양시 덕양구,경기 고양시 덕양구  혜음로 8 삼라마이다스프라자 제1층 제115호,자동,37.70108,126.90182,14120003
1105,1,대박마트복권방,충남,아산시,충남 아산시  음봉로 844 행복한순복음교회 태화상가1층103호,자동,36.826485,127.09925,14400024
1105,1,불국사명당복권,경북,경주시,경북 경주시  산업로 3033,자동,35.776509,129.29815,14710010
1105,1,만물할인슈퍼,경남,창원시 성산구,경남 창원시 성산구  대정로 145 개나리1차상가107호,자동,35.212437,128.70828,14800053
1105,1,북마산복권전문점,경남,창원시 마산합포구,경남 창원시 마산합포구  북성로 98,자동,35.215965,128.57054,14800043
1105,1,한방복권방,경남,양산시,경남 양산시  북안남4길 26 105호,수동,35.345694,129.03605,14840551
1106,1,로또킹,서울,영등포구,서울 영등포구  영중로 2 1층(영등포동3가),자동,37.516741,126.90673,11100959
1106,1,잠실매점,서울,송파구,서울 송파구  올림픽로 269 잠실역 8번출구 앞 가판,수동,37.514446,127.100711,11101248
1106,1,서울구가-17가판,서울,구로구,서울 구로구  구로동로 130-2 구로4동우체국앞가판,자동,37.490325,126.88439,11100883
1106,1,일등,서울,강동구,서울 강동구  양재대로 1500 101호,자동,37.539478,127.14099,11140427
1106,1,동인천황금로또,인천,중구,인천 중구  참외전로 110 1층,자동,37.476524,126.63058,12840198
1106,1,주택복권방,경기,용인시 수지구,경기 용인시 수지구  풍덕천로 144-1 103호,자동,37.323882,127.09748,14190142
1106,1,로또휴게실,경기,용인시 기흥구,경기 용인시 기흥구  용구대로 1885,자동,37.256442,127.10428,14110105
1106,1,지에스25 안성칠곡,경기,안성시,경기 안성시  만세로 1182 지에스25 안성칠곡,자동,37.043501,127.15035,14140835
1106,1,종합복권방,전남,해남군,전남 해남군  해남로 34 종합복권방편의점,자동,34.570811,126.61085,14610106
1106,1,이마트24시 R신대부적점,경북,경산시,경북 경산시  대학로 386 1층,자동,35.84193,128.76237,14740062
1106,1,씨유제주 제일점,제주,제주시,제주 제주시  신산로 16 CU 제일점,수동,33.511908,126.53144,14940095
1107,1,가로가판대제57호(구),서울,중구,서울 중구  세종대로14길 6-2,자동,37.562915,126.97707,11100910
1107,1,G마트,서울,영등포구,서울 영등포구  디지털로 387,자동,37.491651,126.90217,11100400
1107,1,복권방 담배,서울,도봉구,서울 도봉구  도당로 91,자동,37.665683,127.03694,11190068
1107,1,교통카드충전소,서울,강남구,서울 강남구  선릉로 309,자동,37.497185,127.05215,11101091
1107,1,부일카서비스,부산,동구,부산 동구  자성로133번길 35,반자동,35.140055,129.06305,12600054
1107,1,복권판매점 명지국제신도시점,부산,강서구,부산 강서구  명지국제2로 80 비주거시설동1층 54호,자동,35.098497,128.90872,12640079
1107,1,천하명당복권,대구,북구,대구 북구  칠곡중앙대로 545,자동,35.944288,128.55065,12700075
1107,1,신포시장매표소,인천,중구,인천 중구  우현로 41-1,자동,37.471199,126.627991,12800180
1107,1,떴다GO 1등,경기,화성시,경기 화성시  동탄반석로 172 1층 138호(동탄 파라곤점),자동,37.203974,127.07219,14141018
1107,1,복천로또,경기,용인시 기흥구,경기 용인시 기흥구  죽전로 29 109호 (보정동 포레스트프라자),자동,37.320769,127.11208,14140190
1107,1,천하명당복권방,경기,수원시 팔달구,경기 수원시 팔달구  매산로 2,반자동,37.266647,127.00188,14100118
1107,1,돈벼락,경기,부천시,경기 부천시  범안로 220 제근린생활시설2동 1층 103호,수동,37.462609,126.81162,14140685
1107,1,학동복권나라,전남,여수시,전남 여수시  흥국로 6,수동,34.763569,127.66346,14690006
1107,1,학동복권나라,전남,여수시,전남 여수시  흥국로 6,수동,34.763569,127.66346,14690006
1108,1,우리샵,서울,서초구,서울 서초구  서초대로77길 3,자동,37.498775,127.026691,11101005
1108,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),자동,37.482063,127.015788,51100000
1108,1,세원로또복권방,부산,수영구,부산 수영구  수영로725번길 53 수영 엔스타Ⅱ 101호,자동,35.168323,129.11602,12600288
1108,1,돈벼락맞는곳,부산,기장군,부산 기장군  읍내로 109,자동,35.245199,129.21633,12690009
1108,1,GS로또(남대구IC점),대구,달서구,대구 달서구  성서공단로 346 1층 GS편의점,자동,35.836325,128.52068,12720002
1108,1,새희망로또,울산,중구,울산 중구  백양로 47,자동,35.574477,129.31169,13140081
1108,1,동행복권평택신창점,경기,평택시,경기 평택시  서정로 97 1층,자동,37.071941,127.047048,14141592
1108,1,홈플러스선부점로또판매,경기,안산시 단원구,경기 안산시 단원구  삼일로 316 홈플러스,자동,37.333821,126.8121,14110422
1108,1,인생복권,경기,시흥시,경기 시흥시  희망공원로 269 1층 X8 YA호,수동,37.345207,126.72523,14140802
1108,1,명당골복권방,경기,수원시 권선구,경기 수원시 권선구  동수원로242번길 15 104호,자동,37.251097,127.03548,14110060
1108,1,아리랑복권방,전북,전주시 완산구,전북 전주시 완산구  거마평로 192,자동,35.809441,127.115627,14500023
1108,1,현대장미슈퍼,전북,익산시,전북 익산시  동서로61길 41 어양동 현대A 상가동 108호,자동,35.955361,126.98089,14590055
1108,1,이룸로또복권방,전남,목포시,전남 목포시  백년대로297번길 42 1층,자동,34.807153,126.41809,14640002
1108,1,씨유거제사등새아침점,경남,거제시,경남 거제시  거제대로 5501 주2동 103호104호,반자동,34.910634,128.54363,14840422
1109,1,장보고복권방,서울,중랑구,서울 중랑구  면목로 288,자동,37.578381,127.08622,11101531
1109,1,제일식품,서울,서대문구,서울 서대문구  증가로 143,자동,37.577456,126.92168,11190183
1109,1,지니복권,서울,금천구,서울 금천구  금하로 632 16호,자동,37.45465,126.90136,11140494
1109,1,가판점,서울,강동구,서울 강동구  천호대로 1073 힐탑프라자 앞 가판점,자동,37.536587,127.13136,11101153
1109,1,봄봄복권판매점,부산,사상구,부산 사상구  엄궁로 203,자동,35.1303,128.97295,12640577
1109,1,우정식품,부산,동래구,부산 동래구  온천장로 39,자동,35.215308,129.07924,12600141
1109,1,에덴건강원,인천,남동구,인천 남동구  백범로 332-1 1층,자동,37.464583,126.71357,12840234
