round,rank,shpNm,sido,sigungu,addr,autoManual,lat,lot,ltShpId
1137,1,대산슈퍼,충남,천안시 동남구,충남 천안시 동남구  복구정3길 1,수동,36.770047,127.25019,14400033
1137,1,로또명당해미점,충남,서산시,충남 서산시  남문2로 108,자동,36.71344,126.544188,14410112
1137,1,복권명당,경북,경산시,경북 경산시  경안로 214,자동,35.826538,128.73688,14700032
1138,1,태릉시장복권방,서울,중랑구,서울 중랑구  중랑역로 47,수동,37.598118,127.07667,11140726
1138,1,신흥엑스포쇼핑,인천,서구,인천 서구  가석로156번길 20,자동,37.49707,126.6771,12800137
1138,1,1등 복권방,대전,중구,대전 중구  대종로 49,수동,36.297624,127.45527,13000011
1138,1,황금도깨비,세종,,세종   한누리대로 321 103호,자동,36.493011,127.25578,13240019
1138,1,용인로또복권방,경기,용인시 처인구,경기 용인시 처인구  백옥대로 2076-1,자동,37.310272,127.24058,14140911
1138,1,좋은날,경기,부천시,경기 부천시  역곡로490번길 27 101호,수동,37.528337,126.81756,14140699
1138,1,민복권,경기,동두천시,경기 동두천시  지행로 96-14 1층(지행동),자동,37.892297,127.0587,14141737
1138,1,행운,경기,남양주시,경기 남양주시  비룡로 793,자동,37.708478,127.3226,14142039
1138,1,복권만당,경기,군포시,경기 군포시  군포로 489-2,수동,37.350218,126.94419,14100191
1138,1,광민 노다지 복권방,경기,광명시,경기 광명시  하안로287번길 9 제1층 7호(하안동 대하빌딩),자동,37.460874,126.87975,14141701
1138,1,행운로또,강원,춘천시,강원 춘천시  금강로 81 신한은행강원영업부지점앞 가판,자동,37.878284,127.72989,14200100
1138,1,그린로또,강원,양양군,강원 양양군  양양로 71,수동,38.074891,128.62146,14210089
1138,1,중앙로또,강원,양구군,강원 양구군  장터길 27 1층 중앙청과,수동,38.103372,127.98991,14240145
1138,1,알리바이(나주점),전남,나주시,전남 나주시  나주로 142 알리바이,자동,35.031329,126.71715,14600083
1139,1,호야식품,서울,양천구,서울 양천구  중앙로 234,수동,37.517466,126.85431,11100487
1139,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),자동,37.482063,127.015788,51100000
1139,1,그랜드마트앞가판점,서울,마포구,서울 마포구  신촌로 94,자동,37.554991,126.93599,11101668
1139,1,장안평역 3번출구 가판대,서울,동대문구,서울 동대문구  장한로 6-1 장한평역 3번출구 앞 가판대,자동,37.561967,127.0651,11141206
1139,1,부일카서비스,부산,동구,부산 동구  자성로133번길 35,반자동,35.140055,129.06305,12600054
1139,1,복남이로또방,부산,남구,부산 남구  유엔평화로 14,자동,35.133833,129.09177,12640252
1139,1,스피드세븐,경기,화성시,경기 화성시  한절이길 15 101호,자동,37.11743,126.91568,14141644
1139,1,일등복권,경기,양주시,경기 양주시  송랑로 223,자동,37.804485,127.08531,14120076
1139,1,금두꺼비복권방,경기,고양시 일산서구,경기 고양시 일산서구  강성로 263 재성빌딩1층,자동,37.676758,126.74805,14100832
1139,1,흥양마중물,강원,원주시,강원 원주시  치악로 2335 1층,자동,37.383351,127.97573,14210115
1139,1,태안로또복권방,충남,태안군,충남 태안군  독샘로 57,자동,36.75318,126.299347,14410095
1139,1,알리바이(나주점),전남,나주시,전남 나주시  나주로 142 알리바이,수동,35.031329,126.71715,14600083
1139,1,스포츠복권방,경남,양산시,경남 양산시  황산로 675,자동,35.330868,129.00669,14890023
1140,1,신사우리가판,서울,강남구,서울 강남구  강남대로 620,수동,37.517145,127.01969,11100858
1140,1,복권천국(수성점),대구,수성구,대구 수성구  수성로 263,수동,35.848974,128.61287,12710074
1140,1,주몽동명,경기,용인시 수지구,경기 용인시 수지구  포은대로 319 중앙빌딩 104호,자동,37.315683,127.08765,14120100
1140,1,복주머니 복권판매점,경기,용인시 기흥구,경기 용인시 기흥구  동백5로 21-5,자동,37.276872,127.15206,14140899
1140,1,대박로또판매점,경기,안산시 단원구,경기 안산시 단원구  석수로 55 102호,자동,37.341466,126.80756,14110417
1140,1,설레임 복권,경기,수원시 영통구,경기 수원시 영통구  삼성로168번길 21 1층,수동,37.258379,127.05779,14140405
1140,1,나눔로또 판교역점,경기,성남시 분당구,경기 성남시 분당구  대왕판교로606번길 39 107호,자동,37.396472,127.111479,14130025
1140,1,썬마트,충북,청주시 흥덕구,충북 청주시 흥덕구  진재로23번길 25,자동,36.632588,127.42812,14390030
1140,1,로또판매 행운점,충북,청주시 청원구,충북 청주시 청원구  충청대로 97,수동,36.665315,127.492956,14340239
1140,1,천하명당복권방,충남,홍성군,충남 홍성군  조양로 180,자동,36.60073,126.66948,14400013
1140,1,대광복권방,전남,화순군,전남 화순군  칠충로 55 대광그린상가동 1층109호,자동,35.055482,126.977122,14610073
1140,1,팔팔복권,경북,김천시,경북 김천시  시청로 81 (신음동)좌측상가,자동,36.135596,128.11705,14740339
1141,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),자동,37.482063,127.015788,51100000
1141,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),수동,37.482063,127.015788,51100000
1141,1,럭키라쿤복권상암점,서울,마포구,서울 마포구  월드컵북로44길 49 1층 좌측(상암동),자동,37.576805,126.89473,11140262
1141,1,프로토베팅샵,부산,중구,부산 중구  국제시장2길 5 4호,수동,35.099706,129.02831,12690006
1141,1,이제이,경기,화성시,경기 화성시  동탄산척로2나길 4-12 102호,자동,37.174658,127.11433,14141016
1141,1,드림복권방,경기,의정부시,경기 의정부시  청사로5번길 26,자동,37.711758,127.0473,14141896
1141,1,동해복권방,강원,강릉시,강원 강릉시  하평길 40,수동,37.770152,128.91304,14200029
1141,1,황금알복권,전남,광양시,전남 광양시  광포로 39 1층 (광영동),자동,34.962794,127.72274,14640100
1141,1,일화로또,경북,영양군,경북 영양군  중앙로 124,자동,36.664296,129.113859,14710115
1141,1,평화슈퍼,경북,경주시,경북 경주시  안강중앙로 219 1층좌측상가,수동,35.992435,129.22409,14790040
1141,1,평화슈퍼,경북,경주시,경북 경주시  안강중앙로 219 1층좌측상가,수동,35.992435,129.22409,14790040
1142,1,복권나라,서울,관악구,서울 관악구  은천로 40-1,자동,37.486017,126.93984,11100250
1142,1,부일카서비스,부산,동구,부산 동구  자성로133번길 35,자동,35.140055,129.06305,12600054
1142,1,세러데이 845,광주,광산구,광주 광산구  첨단중앙로182번길 90 상가동 1층 129호(첨단대라수어썸시티),수동,35.221724,126.85121,12940038
1142,1,로또명당반곡점,세종,,세종   한누리대로 1821 수루배마을5단지 상가 114호,자동,36.497427,127.31238,13240034
1142,1,25시슈퍼,경기,시흥시,경기 시흥시  함송로14번길 13-17 홍익프라자1층107호,자동,37.362462,126.72998,14100292
1142,1,대길복권,경기,수원시 장안구,경기 수원시 장안구  서부로 2129-1 1층 (율전동),자동,37.298745,126.97129,14141809
1142,1,예스복권방,경기,남양주시,경기 남양주시  별내중앙로 56 메인프라자 1층 105호,자동,37.647554,127.12373,14100689
1142,1,행운로또,경기,김포시,경기 김포시  약암로 911,자동,37.635092,126.55378,14140647
1142,1,이마트24 일산덕이점,경기,고양시 일산서구,경기 고양시 일산서구  미래로 164,자동,37.693131,126.74688,14190176
1143,1,제이복권방,서울,종로구,서울 종로구  종로 225-1 평창빌딩 1층 103호,자동,37.571252,127.00283,11190121
1143,1,가로판매점,서울,용산구,서울 용산구  원효로 166,자동,37.535027,126.96148,11101052
1143,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),자동,37.482063,127.015788,51100000
1143,1,전원레코드,부산,북구,부산 북구  효열로 226,수동,35.263921,129.01993,12690053
1143,1,홀인원복권,대구,수성구,대구 수성구  범어로 91-1 1층좌측상가(범어동),자동,35.857967,128.63508,12740221
1143,1,천하명당복권방,대전,대덕구,대전 대덕구  계족로 563,자동,36.361886,127.431134,13040137
1143,1,한꿈복권방,울산,중구,울산 중구  번영로 586,자동,35.568772,129.34587,13100057
1143,1,꿈꾸는돼지,경기,화성시,경기 화성시  동탄지성로 104 109호,자동,37.208336,127.06388,14141656
1143,1,로또1등판매점,경기,화성시,경기 화성시  초록로 20-3 101호,자동,37.080873,126.94745,14140267
1143,1,우(旴)마트,경기,구리시,경기 구리시  안골로 80,수동,37.597253,127.139989,14140617
1143,1,주택복권방,강원,원주시,강원 원주시  우산초교길 29 1층,자동,37.367358,127.93793,14290006
1144,1,토큰판매소,서울,송파구,서울 송파구  바람드리길 62,자동,37.536702,127.12236,11101242
1144,1,하이로또,서울,금천구,서울 금천구  금하로 686,자동,37.451899,126.90636,11100039
1144,1,노다지복권방,부산,북구,부산 북구  덕천로 287,수동,35.20986,129.03535,12600007
1144,1,부일카서비스,부산,동구,부산 동구  자성로133번길 35,자동,35.140055,129.06305,12600054
1144,1,일등복권방,울산,중구,울산 중구  북부순환도로 879,수동,35.580922,129.34615,13190019
1144,1,영화유통(1등복권방),울산,남구,울산 남구  신정로 19 삼성아파트 상가 204-101,자동,35.534272,129.32176,13190001
1144,1,행복로또판매점,경기,의정부시,경기 의정부시  오목로 219 106호,자동,37.745875,127.0994,14140043
1144,1,경서로또,경기,양평군,경기 양평군  경강로 1039 1층,자동,37.512126,127.40169,14130228
1144,1,송추장흥로또,경기,양주시,경기 양주시  호국로 511,자동,37.716609,126.97141,14110613
1144,1,패밀리복권방,경기,남양주시,경기 남양주시  늘을1로16번길 29 늘봄타워 107호,자동,37.654082,127.24333,14110205
1144,1,한양복권방,경기,남양주시,경기 남양주시  진벌로 85,반자동,37.744136,127.21484,14141162
1144,1,대운,경기,김포시,경기 김포시  대명항로 209,자동,37.65363,126.59596,14140235
1144,1,광명로또명당,경기,광명시,경기 광명시  양지로 19 B동 1층 145호 (유플레닛 어반브릭스),자동,37.419018,126.88262,14142379
1144,1,동남운천복권,충북,청주시 상당구,충북 청주시 상당구  중고개로125번길 17,수동,36.61543,127.517414,14340243
1144,1,여기있었네복권방,전북,김제시,전북 김제시  남북로 171,자동,35.799391,126.88457,14500044
1144,1,토마토 남악복권방,전남,무안군,전남 무안군  남악4로82번길 44 1층,자동,34.811884,126.47033,14640018
1144,1,행복충전,경북,포항시 북구,경북 포항시 북구  삼흥로 441 3호,자동,36.097492,129.37115,14740229
1144,1,지에스(GS25)뉴양산혜인점,경남,양산시,경남 양산시  웅상대로 955 GS편의점,자동,35.384576,129.15503,14840317
1145,1,비프광장,부산,중구,부산 중구  중구로5번길 14 1층 105호(남포동6가더베이먼트),자동,35.098155,129.02663,12640755
1145,1,하나복권,인천,남동구,인천 남동구  구월로 281 세븐일레븐편의점내,자동,37.455931,126.72197,12800156
1145,1,CU세종가락마을8단지점,세종,,세종   만남로 92 상가동 101호 CU편의점,자동,36.507489,127.239494,13240007
1145,1,아름다운슈퍼,경기,시흥시,경기 시흥시  도일로 123,자동,37.342291,126.784785,14100288
1145,1,바로전산,경기,광명시,경기 광명시  오리로 1000 (광명동),수동,37.480211,126.85236,14100646
1145,1,로또명당인주점,충남,아산시,충남 아산시  서해로 519-2,수동,36.877624,126.89693,14410015
1145,1,이마트24 순천산단점,전남,순천시,전남 순천시  산단1길 6,수동,34.987878,127.50851,14630004
1145,1,이마트24녹동점1등복권방,전남,고흥군,전남 고흥군  녹동남촌1길 13 이마트24녹동점옆,자동,34.528801,127.13846,14610111
1145,1,복권판매점,경북,경산시,경북 경산시  하양로 65,반자동,35.911101,128.81584,14790004
1146,1,민영슈퍼,서울,서대문구,서울 서대문구  응암로 104,자동,37.581752,126.91301,11100604
1146,1,스파,서울,노원구,서울 노원구  동일로 1493 주공10단지종합상가111,수동,37.661671,127.05789,11100773
1146,1,로또 천왕점,서울,구로구,서울 구로구  오리로 1097-7 (천왕동),자동,37.482737,126.842391,11141156
1146,1,새상무복권,광주,서구,광주 서구  치평로 30 수암빌딩 1층 102호,자동,35.149953,126.84766,12910006
1146,1,안성휴게소 복권판매점(부산방향),경기,안성시,경기 안성시  경부고속도로 365 안성휴게소 하행선 내,자동,37.013581,127.14471,14140227
1146,1,비엠복권,충북,청주시 흥덕구,충북 청주시 흥덕구  대신로 108,자동,36.642589,127.43547,14300078
1146,1,행운복권방,충남,천안시 서북구,충남 천안시 서북구  불당대로 269 1층 121호,반자동,36.800295,127.125921,14440102
1146,1,영광믿음복권,전남,영광군,전남 영광군  신남로 169 1층 101호,자동,35.276218,126.50066,14640178
1146,1,명품복권방,전남,목포시,전남 목포시  섶나루길 122 상가 123호,자동,34.810541,126.418938,14690016
1146,1,북마산복권전문점,경남,창원시 마산합포구,경남 창원시 마산합포구  북성로 98,수동,35.215965,128.57054,14800043
1146,1,씨유 (CU) 거창대동점,경남,거창군,경남 거창군  거창대로 93,자동,35.689912,127.91473,14800093
1147,1,크로바쎄븐,서울,송파구,서울 송파구  법원로11길 7 1층 128호,자동,37.485354,127.11922,11101710
1147,1,가로판매점,서울,관악구,서울 관악구  과천대로 955,자동,37.475956,126.98117,11101174
1147,1,부일카서비스,부산,동구,부산 동구  자성로133번길 35,자동,35.140055,129.06305,12600054
1147,1,현대설비 / 영종하늘 로또,인천,중구,인천 중구  하늘달빛로 70 114호,자동,37.485823,126.55953,12840197
1147,1,대동슈퍼,인천,남동구,인천 남동구  만수로 81,자동,37.46261,126.73622,12810107
1147,1,오천억복권방,광주,서구,광주 서구  상무대로 1087,자동,35.152922,126.88072,12900033
1147,1,도일복권방,경기,시흥시,경기 시흥시  도일로 111,수동,37.340446,126.78364,14100161
1147,1,도고로또판매점,충남,아산시,충남 아산시  온천대로 170 이마트24시편의점,수동,36.747275,126.87351,14440081
1148,1,짱복권,서울,종로구,서울 종로구  종로 269 삼신빌딩 1층,수동,37.571328,127.00789,11100123
1148,1,삼원미니슈퍼,서울,동작구,서울 동작구  상도로 93 1층,자동,37.500118,126.930783,11100628
1148,1,천하명당,경기,화성시,경기 화성시  남양시장로 83,자동,37.209915,126.818284,14190038
1148,1,진우행운복권방,경기,광주시,경기 광주시  도척로 327 1층,자동,37.323258,127.33589,14140280
1148,1,행복한사람들 (흥부네),경기,광주시,경기 광주시  경충대로 763,자동,37.369896,127.3039,14100793
1148,1,대박나라 돼지공주,경기,고양시 일산동구,경기 고양시 일산동구  고풍로 196 1층 103호,자동,37.675458,126.79619,14141069
1148,1,일등복권방,충북,청주시 서원구,충북 청주시 서원구  매봉로 26-1 분평계룡리슈빌아파트 단지내 상가동 102호,자동,36.612599,127.47829,14340188
1148,1,대박로또,충남,천안시 서북구,충남 천안시 서북구  성환2로 45,수동,36.911822,127.13013,14430009
1148,1,위너스로또,전북,전주시 완산구,전북 전주시 완산구  영경1길 31,수동,35.817754,127.126184,14540114
1148,1,복권판매점 약목점,경북,칠곡군,경북 칠곡군  약목로 75-3 1층,수동,36.033006,128.36592,14740360
1148,1,로또안경콘택트,경북,구미시,경북 구미시  구미중앙로5길 2,자동,36.130331,128.32826,14700002
1148,1,도항로또,경남,함안군,경남 함안군  함마대로 1499-1 1층,자동,35.275601,128.39955,14840669
1148,1,양산황금나눔,경남,양산시,경남 양산시  황산로 395 복권판매점,자동,35.311427,128.98724,14820019
1149,1,저스트로또,서울,중랑구,서울 중랑구  사가정로 412-3 1층,자동,37.580225,127.0905,11140729
1149,1,제이복권방,서울,종로구,서울 종로구  종로 225-1 평창빌딩 1층 103호,자동,37.571252,127.00283,11190121
1149,1,복터진나라,부산,서구,부산 서구  대영로 27 1층 복권판매점,자동,35.109735,129.01485,12610157
1149,1,행복로또,부산,사상구,부산 사상구  사상로 226 1층,수동,35.165125,128.98337,12640316
1149,1,세븐복권방,경기,파주시,경기 파주시  해올2길 16 107호,수동,37.734082,126.73163,14141913
1149,1,세븐복권방,경기,파주시,경기 파주시  해올2길 16 107호,수동,37.734082,126.73163,14141913
1149,1,세븐복권방,경기,파주시,경기 파주시  해올2길 16 107호,수동,37.734082,126.73163,14141913
1149,1,세븐복권방,경기,파주시,경기 파주시  해올2길 16 107호,수동,37.734082,126.73163,14141913
1149,1,세븐복권방,경기,파주시,경기 파주시  해올2길 16 107호,수동,37.734082,126.73163,14141913
1149,1,대박명당,경기,양주시,경기 양주시  옥정동로5길 6,수동,37.81649,127.09872,14140860
1149,1,일등복권,경기,양주시,경기 양주시  송랑로 223,자동,37.804485,127.08531,14120076
1149,1,복권명당,경기,안성시,경기 안성시  승두길 62,자동,37.000029,127.17316,14110248
1149,1,세븐일레븐남양주차산점,경기,남양주시,경기 남양주시  수레로 1096,자동,37.635202,127.30373,14140134
1149,1,주엽역 로또판매점,경기,고양시 일산서구,경기 고양시 일산서구  중앙로 1437 도로,자동,37.670075,126.7609,14100528
1149,1,해적책대여점 복권방,충북,청주시 서원구,충북 청주시 서원구  대원로 28,수동,36.639976,127.47936,14300097
1149,1,행운복권,전남,무안군,전남 무안군  영산로 1693 1층,자동,34.90968,126.42971,14640117
1149,1,로하,경남,창원시 의창구,경남 창원시 의창구  소계로84번길 13-1,반자동,35.257448,128.60076,14840206
1150,1,미나식품(로또판매점),서울,강서구,서울 강서구  금낭화로 91-12,수동,37.573514,126.81068,11190016
1150,1,수서 원스토어,서울,강남구,서울 강남구  밤고개로1길 10 지하1층 제비 138호,자동,37.488024,127.10184,11141553
1150,1,진우복권,부산,연제구,부산 연제구  월드컵대로 119 204호(연산동),자동,35.184819,129.08207,12640196
1150,1,왕대박(복권방),대구,북구,대구 북구  칠성남로 143 1층전체,수동,35.877689,128.59616,12790034
1150,1,로또나라,대구,남구,대구 남구  장전1길 30-21,수동,35.841933,128.57285,12710124
1150,1,알리바이,광주,광산구,광주 광산구  수등로 253 1층 알리바이,자동,35.185381,126.83665,12900150
1150,1,대전하이퍼,대전,중구,대전 중구  보문산로 76,자동,36.305223,127.38881,13000073
1150,1,마리골드,대전,대덕구,대전 대덕구  동춘당로114번길 9 해피존 245호,자동,36.367003,127.438199,13040032
1150,1,은행복권방,경기,성남시 중원구,경기 성남시 중원구  산성대로 512-1 1층 1호,자동,37.456671,127.16348,14140711
1150,1,풍전슈퍼,경기,부천시,경기 부천시  조마루로 428,자동,37.497089,126.79116,14100411
1150,1,로또대박,경기,부천시,경기 부천시  석천로177번길 11 1층 105호,자동,37.503047,126.76206,14110512
1150,1,대박마트복권방,충남,아산시,충남 아산시  음봉로 844 태화상가1층103호,자동,36.826485,127.09925,14400024
1150,1,행복로또,충남,아산시,충남 아산시  아산밸리남로 81 816동 106호,자동,36.920099,127.05492,14440027
1150,1,로또매점,충남,당진시,충남 당진시  송산로 723,자동,36.953872,126.68938,14430041
1150,1,이마트24 순천산단점,전남,순천시,전남 순천시  산단1길 6,자동,34.987878,127.50851,14630004
1150,1,복권당,경북,영천시,경북 영천시  강변로 60,자동,35.961173,128.9293,14730005
1150,1,씨유 제주연북로점,제주,제주시,제주 제주시  연북로 260 1층,자동,33.481032,126.50891,14940054
1151,1,복권세상,서울,양천구,서울 양천구  곰달래로5길 26,자동,37.531914,126.83369,11100480
1151,1,인터넷 복권판매사이트,서울,서초구,동행복권(dhlottery.co.kr),수동,37.482063,127.015788,51100000
1151,1,일확천금,서울,강동구,서울 강동구  진황도로 168-1,자동,37.531089,127.14207,11141584
1151,1,빅세일복권방,부산,부산진구,부산 부산진구  서면문화로 6,자동,35.158289,129.05807,12610132
1151,1,로또복권,대구,동구,대구 동구  아양로 294 1층,수동,35.890433,128.64296,12710017
1151,1,로또명당 퍼니마트,인천,미추홀구,인천 미추홀구  문학길 4 편의점내,반자동,37.43852,126.681049,12810183
1151,1,로또복권방,대전,서구,대전 서구  갈마중로 28,수동,36.347532,127.37245,13010044
1151,1,복권,경기,의정부시,경기 의정부시  태평로 75,자동,37.739221,127.05132,14100612
1151,1,오늘의로또,경기,오산시,경기 오산시  궐리사로 75,수동,37.15869,127.06062,14142683
1151,1,오늘의로또,경기,오산시,경기 오산시  궐리사로 75,수동,37.15869,127.06062,14142683
1151,1,오늘의로또,경기,오산시,경기 오산시  궐리사로 75,수동,37.15869,127.06062,14142683
1151,1,오늘의로또,경기,오산시,경기 오산시  궐리사로 75,수동,37.15869,127.06062,14142683
1151,1,로또복권로데오서현점,경기,성남시 분당구,경기 성남시 분당구  분당로53번길 20 1층 109호(서현동 이랜드분당프라자),수동,37.38407,127.12263,14141306
1151,1,오렌지25,경기,고양시 일산서구,경기 고양시 일산서구  고봉로 291 양우에이스스타디움109,자동,37.685302,126.77718,14190180
1151,1,오사랑복권,충북,청주시 흥덕구,충북 청주시 흥덕구  진재로 42,자동,36.634962,127.42966,14340181
1151,1,럭키로또복권판매점,충북,청주시 상당구,충북 청주시 상당구  무농정로 10-1,자동,36.605875,127.504284,14320009
1151,1,청호복권방,전남,목포시,전남 목포시  용당로 296 1층 2호,자동,34.81321,126.39987,14640061
1152,1,대박 동행로또복권,서울,중구,서울 중구  청계천로 246 평화시장1층 84호,자동,37.56936,127.00455,11141879
1152,1,해바라기 복권방,서울,영등포구,서울 영등포구  대림로 170 101호,수동,37.496139,126.89962,11140669
1152,1,로또복권판매점,서울,양천구,서울 양천구  남부순환로79길 11 1층 103호,자동,37.516992,126.8411,11140641
1152,1,제일식품,서울,서대문구,서울 서대문구  증가로 143,자동,37.577456,126.92168,11190183
1152,1,로또복권,서울,관악구,서울 관악구  장군봉1길 29,수동,37.482127,126.94201,11110042
1152,1,플러스복권,서울,강서구,서울 강서구  공항대로41길 34 1층 113B호,수동,37.559282,126.84571,11140162
1152,1,돼지복권명당,부산,기장군,부산 기장군  해맞이로 365-1,자동,35.32653,129.27667,12620004
1152,1,원화복권샵,대구,남구,대구 남구  명덕로 74 1층,수동,35.857909,128.57856,12700036
1152,1,NBA(엔비에이),인천,중구,인천 중구  신도시남로142번길 6 1동 1층 128호,자동,37.49342,126.49148,12840001
1152,1,하영,인천,서구,인천 서구  청라에메랄드로 65 아파트 상가 102호,자동,37.530947,126.65632,12830030
1152,1,옥교대박점,울산,중구,울산 중구  옥교3길 94 (학산동),반자동,35.553334,129.33133,13140089
1152,1,로또복권,경기,평택시,경기 평택시  원평로 55,수동,36.990513,127.08355,14110328
1152,1,용이복권방,경기,평택시,경기 평택시  현신3길 44,자동,36.996967,127.13966,14130061
1152,1,노다지복권방,경기,용인시 처인구,경기 용인시 처인구  금령로 130,수동,37.235192,127.21056,14100149
1152,1,복권백화점,경기,여주시,경기 여주시  세종로 41 1층,수동,37.2941,127.63627,14100141
1152,1,복권전문점,경기,시흥시,경기 시흥시  중심상가로 323,수동,37.337161,126.74827,14130128
1152,1,복권전문점,경기,시흥시,경기 시흥시  중심상가로 323,수동,37.337161,126.74827,14130128
1152,1,복권전문점,경기,시흥시,경기 시흥시  중심상가로 323,수동,37.337161,126.74827,14130128
1152,1,복권전문점,경기,시흥시,경기 시흥시  중심상가로 323,수동,37.337161,126.74827,14130128
1152,1,복권전문점,경기,시흥시,경기 시흥시  중심상가로 323,수동,37.337161,126.74827,14130128
1152,1,건우유통,경기,성남시 중원구,경기 성남시 중원구  박석로 80 1층,자동,37.439847,127.165258,14142475
1152,1,전인정보통신,경기,남양주시,경기 남양주시  진건오남로 658 외1필지1층101,수동,37.691356,127.21463,14190059
1152,1,훼밀리슈퍼,경기,구리시,경기 구리시  건원대로34번길 19 세신훼밀리타운102,자동,37.604509,127.14135,14100318
1152,1,인생로또,경기,고양시 덕양구,경기 고양시 덕양구  통일로768번길 17 1층,수동,37.688548,126.86529,14140557
1152,1,북평로또,강원,동해시,강원 동해시  대동로 93 1층,수동,37.480659,129.12829,14240049
1152,1,북평로또,강원,동해시,강원 동해시  대동로 93 1층,수동,37.480659,129.12829,14240049
1152,1,혁신대박,충북,음성군,충북 음성군  원중로 1434 103호(에스타워),자동,36.909505,127.54107,14340027
1152,1,전국구로또복권방,전북,전주시 완산구,전북 전주시 완산구  장승배기로 397,수동,35.806083,127.152237,14540157
1152,1,또또복권방,전북,익산시,전북 익산시  고봉로32길 3,수동,35.95981,126.97169,14590006
1152,1,큐마트학동점복권,전남,여수시,전남 여수시  학동서5길 2 큐마트내,수동,34.761943,127.6565,14620013
1152,1,복권나라,전남,목포시,전남 목포시  당가두로14번길 47-1 103호 복권나라,수동,34.807602,126.43716,14690008
1152,1,아포로또중앙점,경북,김천시,경북 김천시  국사길 202,수동,36.16078,128.25969,14790017
1152,1,행운복권방,경남,창원시 성산구,경남 창원시 성산구  가음로15번길 52,자동,35.212845,128.70325,14840463
1152,1,천하명당,경남,양산시,경남 양산시  연호로 46 복권판매점,자동,35.415706,129.17524,14800155
1152,1,서창복권나라,경남,양산시,경남 양산시  서창서2길 3,수동,35.416202,129.17224,14800012
1153,1,종로3가1호선역2번출구가로판매점82호,서울,종로구,서울 종로구  돈화문로 23 가판,자동,37.570706,126.99191,11100835
1153,1,명당마트,서울,강서구,서울 강서구  양천로 91,수동,37.573603,126.81405,11101705
1153,1,롯데무역,부산,영도구,부산 영도구  꿈나무길 197 1층 복권방,자동,35.087282,129.04372,12610173
1153,1,다다복권방,대구,달서구,대구 달서구  월배로 32-1 1층 복권방,수동,35.812482,128.51857,12700285
1153,1,금산홍삼 복권판매점,대전,동구,대전 동구  보문로 4 101호,수동,36.315372,127.44008,13040184
1153,1,복권,경기,의정부시,경기 의정부시  태평로 75,자동,37.739221,127.05132,14100612
1153,1,세븐일레븐 홍익점,경기,안성시,경기 안성시  종합운동장로 161,자동,37.012952,127.32577,14140220
1153,1,나눔로또한대점,경기,안산시 상록구,경기 안산시 상록구  중보로 57 한양대프라자106호,자동,37.308108,126.85284,14110529
1153,1,드림메드,경기,안산시 상록구,경기 안산시 상록구  월피로 56 101호,자동,37.333409,126.85089,14190107
1153,1,까치복권방,경기,시흥시,경기 시흥시  중심상가로 326 1층102,자동,37.336692,126.74824,14190103
1153,1,1등 복권,경기,시흥시,경기 시흥시  배곧4로 32-27 105호,자동,37.377688,126.72556,14100156
1153,1,한국슈퍼,경기,부천시,경기 부천시  원종로35번길 24 한울빌리지 상가101호,수동,37.525096,126.80414,14100410
1153,1,복권세상,전남,목포시,전남 목포시  청호로 139 1층 복권세상,자동,34.803927,126.37581,14600019
1153,1,왕대박복권방,경북,문경시,경북 문경시  중앙로 15,자동,36.588101,128.19294,14790020
1153,1,본스튜디오,제주,제주시,제주 제주시  하귀로 111,자동,33.483591,126.407875,14910024
1154,1,노다지훼밀리,서울,강동구,서울 강동구  구천면로 251,자동,37.542801,127.13126,11190029
1154,1,아셈마트,서울,강남구,서울 강남구  영동대로112길 10,자동,37.51498,127.061,11190144
1154,1,스위트초이스,부산,사상구,부산 사상구  사상로 300 단지내 상가 401동 13호,자동,35.171499,128.98331,12690055
1154,1,럭키,부산,북구,부산 북구  시랑로 137,자동,35.19547,129.01039,12640023
1154,1,대박로또,부산,북구,부산 북구  낙동대로1780번길 78,자동,35.206634,129.00415,12640558
1154,1,삼산현대로또,울산,남구,울산 남구  월평로 225 1층,자동,35.546801,129.32941,13140182
1154,1,세종로또방,세종,,세종   용포로 32,자동,36.461556,127.28064,13240006
1154,1,황금로또,경기,여주시,경기 여주시  청심로 24 1층 복권방,자동,37.300825,127.62352,14142237
1154,1,안성휴게소 복권판매점(부산방향),경기,안성시,경기 안성시  경부고속도로 365 안성휴게소 하행선 내,수동,37.013581,127.14471,14140227
1154,1,황금당,경기,부천시,경기 부천시  원종로 37,자동,37.523882,126.80455,14110024
1154,1,패밀리복권방,경기,남양주시,경기 남양주시  늘을1로16번길 29 늘봄타워 107호,수동,37.654082,127.24333,14110205
1154,1,드림오피스문구,강원,춘천시,강원 춘천시  퇴계로 213,자동,37.856587,127.74232,14200113
1154,1,로또 복권방,충북,청주시 흥덕구,충북 청주시 흥덕구  서현로 60 138호,반자동,36.617512,127.42863,14340302
1154,1,인생역전 복권방,충남,논산시,충남 논산시  중앙로 168 1층 102호,자동,36.183873,127.10522,14440430
